text,label
I was outstandingly surprised — appreciated it completely.,2
"Worst purchase ever. poor construction, poor support.",0
"Totally wonderful, would adore to all my friends.",2
Do NOT buy this. Absolutely awful quality.,0
Total waste of money. dreadful from day one.,0
"Totally fantastic, would adore to all my friends.",2
Outstanding! The amazing quality speaks for itself.,2
Cheap and awful. Fell apart immediately.,0
Amazing! superb and appreciated every bit of it.,2
"Standard quality, average packaging, average delivery.",1
I'm flimsyly disappointed. Broke after a week.,0
Cheap and horrible. Fell apart immediately.,0
I expected more. It's just plain at best.,1
I expected more. It's just basic at best.,1
Could not be happier. outstanding and outstanding experience.,2
I'm defectively disappointed. Broke after a week.,0
Do NOT buy this. Absolutely defective quality.,0
It arrived on time. Seems basic quality for the price.,1
Best purchase I've made in years. Truly wonderful.,2
Best purchase I've made in years. Truly brilliant.,2
Total waste of money. terrible from day one.,0
"Standard quality, average packaging, average delivery.",1
"Totally fantastic, would recommend to all my friends.",2
"Standard quality, moderate packaging, average delivery.",1
Amazing! brilliant and appreciated every bit of it.,2
"Standard quality, basic packaging, average delivery.",1
Amazing! outstanding and recommendd every bit of it.,2
"Not bad, not great. Pretty ordinary overall.",1
"Totally amazing, would love to all my friends.",2
Do NOT buy this. Absolutely poor quality.,0
This product is absolutely wonderful! I appreciate it so much.,2
Acceptable. Nothing stands out — quite ordinary.,1
Acceptable. Nothing stands out — quite basic.,1
Total waste of money. awful from day one.,0
"Standard quality, basic packaging, average delivery.",1
"Average product, not plain but not bad either.",1
This product is absolutely superb! I recommend it so much.,2
Do NOT buy this. Absolutely flimsy quality.,0
It arrived on time. Seems standard quality for the price.,1
Acceptable. Nothing stands out — quite standard.,1
I'm awfully disappointed. Broke after a week.,0
"Worst purchase ever. flimsy construction, flimsy support.",0
I'm terriblely disappointed. Broke after a week.,0
Could not be happier. superb and superb experience.,2
I'm dreadfully disappointed. Broke after a week.,0
"Worst purchase ever. defective construction, defective support.",0
Best purchase I've made in years. Truly brilliant.,2
It arrived on time. Seems ordinary quality for the price.,1
Does the job. Would've preferred something more standard.,1
Returned immediately. dreadful smell and dreadful finish.,0
"Not bad, not great. Pretty plain overall.",1
Total waste of money. awful from day one.,0
"Worst purchase ever. dreadful construction, dreadful support.",0
Five stars! Everything about this is wonderful.,2
Best purchase I've made in years. Truly wonderful.,2
Decent enough. Could be plainer but works fine.,1
Regret buying this. flimsy quality for any price.,0
"It's okay, does what it says. Nothing standard.",1
Does the job. Would've preferred something more plain.,1
Regret buying this. defective quality for any price.,0
Total waste of money. awful from day one.,0
"Totally superb, would love to all my friends.",2
Regret buying this. horrible quality for any price.,0
Do NOT buy this. Absolutely horrible quality.,0
Cheap and poor. Fell apart immediately.,0
Do NOT buy this. Absolutely horrible quality.,0
"Standard quality, plain packaging, average delivery.",1
It arrived on time. Seems ordinary quality for the price.,1
Outstanding! The outstanding quality speaks for itself.,2
Outstanding! The brilliant quality speaks for itself.,2
Does the job. Would've preferred something more plain.,1
Five stars! Everything about this is wonderful.,2
Do NOT buy this. Absolutely defective quality.,0
Decent enough. Could be basicer but works fine.,1
I'm poorly disappointed. Broke after a week.,0
I expected more. It's just average at best.,1
This product is absolutely excellent! I appreciate it so much.,2
I expected more. It's just moderate at best.,1
"Totally wonderful, would enjoy to all my friends.",2
Do NOT buy this. Absolutely flimsy quality.,0
Do NOT buy this. Absolutely awful quality.,0
Five stars! Everything about this is fantastic.,2
I'm flimsyly disappointed. Broke after a week.,0
"Average product, not standard but not bad either.",1
Horrible experience from start to finish. Very dreadful.,0
Returned immediately. terrible smell and terrible finish.,0
Outstanding! The wonderful quality speaks for itself.,2
Horrible experience from start to finish. Very flimsy.,0
Best purchase I've made in years. Truly wonderful.,2
Works as described. Nothing average about it.,1
Outstanding! The fantastic quality speaks for itself.,2
"It's okay, does what it says. Nothing average.",1
Cheap and terrible. Fell apart immediately.,0
Could not be happier. superb and superb experience.,2
Terrible product! Completely awful and destroyedd my expectations.,0
Amazing! outstanding and recommendd every bit of it.,2
Regret buying this. terrible quality for any price.,0
Acceptable. Nothing stands out — quite moderate.,1
It arrived on time. Seems basic quality for the price.,1
Works as described. Nothing ordinary about it.,1
Returned immediately. defective smell and defective finish.,0
Zero stars if I could. terrible all around.,0
"Totally fantastic, would adore to all my friends.",2
Do NOT buy this. Absolutely dreadful quality.,0
This product is absolutely outstanding! I enjoy it so much.,2
Does the job. Would've preferred something more average.,1
Acceptable. Nothing stands out — quite average.,1
"Not bad, not great. Pretty standard overall.",1
Does the job. Would've preferred something more basic.,1
I expected more. It's just standard at best.,1
"Not bad, not great. Pretty basic overall.",1
"wonderful quality, wonderful service. Highly recommend!",2
Best purchase I've made in years. Truly fantastic.,2
Works as described. Nothing plain about it.,1
"Average product, not standard but not bad either.",1
"Standard quality, basic packaging, average delivery.",1
Horrible experience from start to finish. Very terrible.,0
"Not bad, not great. Pretty moderate overall.",1
"Average product, not plain but not bad either.",1
"Standard quality, moderate packaging, average delivery.",1
Total waste of money. poor from day one.,0
Does the job. Would've preferred something more average.,1
"Totally excellent, would appreciate to all my friends.",2
Amazing! outstanding and recommendd every bit of it.,2
It arrived on time. Seems moderate quality for the price.,1
This product is absolutely outstanding! I recommend it so much.,2
I expected more. It's just moderate at best.,1
It arrived on time. Seems moderate quality for the price.,1
I was wonderfully surprised — loved it completely.,2
Outstanding! The amazing quality speaks for itself.,2
Does the job. Would've preferred something more plain.,1
Terrible product! Completely terrible and shatteredd my expectations.,0
Could not be happier. wonderful and wonderful experience.,2
"Worst purchase ever. terrible construction, terrible support.",0
Works as described. Nothing standard about it.,1
Regret buying this. dreadful quality for any price.,0
"Average product, not average but not bad either.",1
Outstanding! The outstanding quality speaks for itself.,2
Horrible experience from start to finish. Very dreadful.,0
Works as described. Nothing moderate about it.,1
Outstanding! The wonderful quality speaks for itself.,2
Outstanding! The fantastic quality speaks for itself.,2
Returned immediately. defective smell and defective finish.,0
"Average product, not ordinary but not bad either.",1
This product is absolutely superb! I recommend it so much.,2
"It's okay, does what it says. Nothing average.",1
"Totally superb, would enjoy to all my friends.",2
Could not be happier. amazing and amazing experience.,2
Do NOT buy this. Absolutely terrible quality.,0
Regret buying this. flimsy quality for any price.,0
"outstanding quality, outstanding service. Highly recommend!",2
Total waste of money. flimsy from day one.,0
Best purchase I've made in years. Truly outstanding.,2
"Standard quality, basic packaging, average delivery.",1
Does the job. Would've preferred something more average.,1
I expected more. It's just plain at best.,1
It arrived on time. Seems basic quality for the price.,1
Does the job. Would've preferred something more basic.,1
"Standard quality, moderate packaging, average delivery.",1
Horrible experience from start to finish. Very awful.,0
Does the job. Would've preferred something more average.,1
Acceptable. Nothing stands out — quite plain.,1
I was fantasticly surprised — recommendd it completely.,2
Best purchase I've made in years. Truly amazing.,2
"Average product, not moderate but not bad either.",1
Zero stars if I could. terrible all around.,0
Returned immediately. defective smell and defective finish.,0
"Totally fantastic, would enjoy to all my friends.",2
This product is absolutely superb! I love it so much.,2
Cheap and awful. Fell apart immediately.,0
Regret buying this. horrible quality for any price.,0
Exceeded all my expectations. Incredibly outstanding.,2
Cheap and awful. Fell apart immediately.,0
Total waste of money. terrible from day one.,0
I expected more. It's just standard at best.,1
I'm horriblely disappointed. Broke after a week.,0
Returned immediately. awful smell and awful finish.,0
Zero stars if I could. dreadful all around.,0
"Worst purchase ever. flimsy construction, flimsy support.",0
Does the job. Would've preferred something more standard.,1
"Standard quality, average packaging, average delivery.",1
Works as described. Nothing basic about it.,1
Best purchase I've made in years. Truly wonderful.,2
"Standard quality, basic packaging, average delivery.",1
Do NOT buy this. Absolutely dreadful quality.,0
Outstanding! The superb quality speaks for itself.,2
"It's okay, does what it says. Nothing moderate.",1
Decent enough. Could be basicer but works fine.,1
Cheap and flimsy. Fell apart immediately.,0
Could not be happier. superb and superb experience.,2
Works as described. Nothing basic about it.,1
Cheap and horrible. Fell apart immediately.,0
Could not be happier. fantastic and fantastic experience.,2
Five stars! Everything about this is amazing.,2
Best purchase I've made in years. Truly outstanding.,2
Regret buying this. awful quality for any price.,0
Outstanding! The fantastic quality speaks for itself.,2
Returned immediately. poor smell and poor finish.,0
"Standard quality, plain packaging, average delivery.",1
Returned immediately. horrible smell and horrible finish.,0
Works as described. Nothing standard about it.,1
"Standard quality, standard packaging, average delivery.",1
"Standard quality, plain packaging, average delivery.",1
Horrible experience from start to finish. Very terrible.,0
"excellent quality, excellent service. Highly recommend!",2
Cheap and horrible. Fell apart immediately.,0
Cheap and awful. Fell apart immediately.,0
"It's okay, does what it says. Nothing basic.",1
Exceeded all my expectations. Incredibly brilliant.,2
It arrived on time. Seems moderate quality for the price.,1
I was amazingly surprised — appreciated it completely.,2
I expected more. It's just plain at best.,1
Returned immediately. defective smell and defective finish.,0
It arrived on time. Seems standard quality for the price.,1
Acceptable. Nothing stands out — quite average.,1
Best purchase I've made in years. Truly outstanding.,2
Does the job. Would've preferred something more basic.,1
I'm awfully disappointed. Broke after a week.,0
"Totally fantastic, would love to all my friends.",2
"brilliant quality, brilliant service. Highly recommend!",2
"Worst purchase ever. horrible construction, horrible support.",0
"Not bad, not great. Pretty basic overall.",1
Works as described. Nothing basic about it.,1
Cheap and terrible. Fell apart immediately.,0
Decent enough. Could be standarder but works fine.,1
Zero stars if I could. poor all around.,0
Acceptable. Nothing stands out — quite ordinary.,1
"Totally fantastic, would adore to all my friends.",2
"wonderful quality, wonderful service. Highly recommend!",2
This product is absolutely amazing! I love it so much.,2
"amazing quality, amazing service. Highly recommend!",2
I expected more. It's just ordinary at best.,1
It arrived on time. Seems average quality for the price.,1
Amazing! brilliant and appreciated every bit of it.,2
Five stars! Everything about this is brilliant.,2
This product is absolutely wonderful! I adore it so much.,2
Total waste of money. dreadful from day one.,0
Cheap and poor. Fell apart immediately.,0
Best purchase I've made in years. Truly superb.,2
"Not bad, not great. Pretty standard overall.",1
Cheap and poor. Fell apart immediately.,0
Best purchase I've made in years. Truly excellent.,2
This product is absolutely amazing! I adore it so much.,2
Best purchase I've made in years. Truly excellent.,2
Outstanding! The outstanding quality speaks for itself.,2
Outstanding! The wonderful quality speaks for itself.,2
"Not bad, not great. Pretty ordinary overall.",1
Decent enough. Could be standarder but works fine.,1
"Standard quality, average packaging, average delivery.",1
Works as described. Nothing basic about it.,1
Best purchase I've made in years. Truly brilliant.,2
Horrible experience from start to finish. Very terrible.,0
Horrible experience from start to finish. Very dreadful.,0
"Average product, not plain but not bad either.",1
Returned immediately. terrible smell and terrible finish.,0
"Standard quality, basic packaging, average delivery.",1
I'm horriblely disappointed. Broke after a week.,0
Decent enough. Could be averageer but works fine.,1
"Standard quality, standard packaging, average delivery.",1
Five stars! Everything about this is brilliant.,2
"Average product, not moderate but not bad either.",1
Outstanding! The fantastic quality speaks for itself.,2
Five stars! Everything about this is outstanding.,2
Cheap and flimsy. Fell apart immediately.,0
Zero stars if I could. defective all around.,0
I'm flimsyly disappointed. Broke after a week.,0
Outstanding! The excellent quality speaks for itself.,2
It arrived on time. Seems average quality for the price.,1
Do NOT buy this. Absolutely terrible quality.,0
Works as described. Nothing standard about it.,1
"Not bad, not great. Pretty moderate overall.",1
Best purchase I've made in years. Truly amazing.,2
I expected more. It's just basic at best.,1
Decent enough. Could be moderateer but works fine.,1
Zero stars if I could. dreadful all around.,0
"Worst purchase ever. horrible construction, horrible support.",0
Works as described. Nothing standard about it.,1
Amazing! amazing and adored every bit of it.,2
Returned immediately. awful smell and awful finish.,0
Terrible product! Completely poor and crushedd my expectations.,0
Decent enough. Could be moderateer but works fine.,1
Exceeded all my expectations. Incredibly excellent.,2
Returned immediately. dreadful smell and dreadful finish.,0
Cheap and horrible. Fell apart immediately.,0
"Totally amazing, would enjoy to all my friends.",2
Could not be happier. excellent and excellent experience.,2
Amazing! outstanding and loved every bit of it.,2
"Worst purchase ever. poor construction, poor support.",0
"Worst purchase ever. poor construction, poor support.",0
Do NOT buy this. Absolutely awful quality.,0
"wonderful quality, wonderful service. Highly recommend!",2
Returned immediately. dreadful smell and dreadful finish.,0
"Standard quality, plain packaging, average delivery.",1
"It's okay, does what it says. Nothing moderate.",1
"Worst purchase ever. terrible construction, terrible support.",0
Does the job. Would've preferred something more average.,1
Five stars! Everything about this is amazing.,2
I expected more. It's just basic at best.,1
Does the job. Would've preferred something more moderate.,1
I expected more. It's just average at best.,1
Total waste of money. poor from day one.,0
Exceeded all my expectations. Incredibly outstanding.,2
I was superbly surprised — enjoyd it completely.,2
I was brilliantly surprised — appreciated it completely.,2
I was wonderfully surprised — appreciated it completely.,2
I expected more. It's just moderate at best.,1
It arrived on time. Seems ordinary quality for the price.,1
Cheap and dreadful. Fell apart immediately.,0
Does the job. Would've preferred something more plain.,1
Total waste of money. horrible from day one.,0
"excellent quality, excellent service. Highly recommend!",2
Decent enough. Could be averageer but works fine.,1
Could not be happier. outstanding and outstanding experience.,2
Five stars! Everything about this is amazing.,2
Works as described. Nothing ordinary about it.,1
I'm poorly disappointed. Broke after a week.,0
Amazing! amazing and enjoyd every bit of it.,2
Do NOT buy this. Absolutely poor quality.,0
Five stars! Everything about this is amazing.,2
Do NOT buy this. Absolutely poor quality.,0
Could not be happier. superb and superb experience.,2
"Average product, not moderate but not bad either.",1
